工号,层级,物料编码,物料描述,批次,特性值
Z161268560,2,P121013101,提拉杆连接件组合件_W4778123_A/84070111_A,,
Z161268562,2,P121010614,提拉杆连接件组合件_13529946_B/84070111_A,,
Z161268563,2,P121013023,提拉杆连接件组合件,,
Z161268577,2,P121010607,提拉杆连接件组合件_13529946_D/84070111_A,,
Z161268586,2,P121010607,提拉杆连接件组合件_13529946_D/84070111_A,,
Z161268593,2,P121010606,提拉杆连接件组合件_13529946_C/84070111_A,,
Z161268595,2,P121010618,提拉杆连接件组合件_F8860381_A/84070111_A,,
Z161268600,2,P121010614,提拉杆连接件组合件_13529946_B/84070111_A,,
Z161268605,2,P121010607,提拉杆连接件组合件_13529946_D/84070111_A,,
Z161268606,2,P121010607,提拉杆连接件组合件_13529946_D/84070111_A,,
Z161268607,2,P121013104,提拉杆连接件组合件_W4755288_A/84070111_A,,
Z161268608,2,P121013103,提拉杆连接件组合件_W4776619_A/84070111_A,,
Z161268610,2,P121011113,提拉杆连接件组合件_F9123948_A/84070111_A,,
Z161268613,2,P121010610,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161268618,2,P121013122,提拉杆连接件组合件_W4758290_A/84070111_A,,
Z161268620,2,P121011948,提拉杆连接件组合件_C0073381_C/84070111_A,,
Z161268624,2,P121013105,提拉杆连接件组合件_W4784225_A/84070111_A,,
Z161268629,2,P121013115,提拉杆连接件组合件_FA429935_A/84070111_A,,
Z161268632,2,P121010607,提拉杆连接件组合件_13529946_D/84070111_A,,
Z161268633,2,P121010607,提拉杆连接件组合件_13529946_D/84070111_A,,
Z161268637,2,P121010610,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161268643,2,P121010607,提拉杆连接件组合件_13529946_D/84070111_A,,
Z161268644,2,P121010606,提拉杆连接件组合件_13529946_C/84070111_A,,
Z161268646,2,P121011744,提拉杆连接件组合件_C0073381_B/84070111_A,,
Z161268647,2,P121010608,提拉杆连接件组合件_13529946_A/84070111_A,,
Z161268648,2,P121010608,提拉杆连接件组合件_13529946_A/84070111_A,,
Z161268650,2,P121013111,提拉杆连接件组合件_F9188874_A/84070111_A,,
Z161268658,2,P121010610,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161268662,2,P121012752,提拉杆连接件组合件_FA402789_A/84070111_A,,
Z161268665,2,P121010606,提拉杆连接件组合件_13529946_C/84070111_A,,
Z161268669,2,P121013113,提拉杆连接件组合件_FA494909_A/84070111_A,,
Z161268685,2,P121013114,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161268688,2,P121013115,提拉杆连接件组合件_FA429935_A/84070111_A,,
Z161268692,2,P121013116,提拉杆连接件组合件_FA519250_A/84070111_A,,
Z161268701,2,P121010607,提拉杆连接件组合件_13529946_D/84070111_A,,
Z161268702,2,P121010607,提拉杆连接件组合件_13529946_D/84070111_A,,
Z161268709,2,P121010610,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161268710,2,P121010610,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161268713,2,P121010610,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161268725,2,P121012845,提拉杆连接件组合件_FA415460_A/84070111_A,,
Z161268735,2,P121010610,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161268741,2,P121010608,提拉杆连接件组合件_13529946_A/84070111_A,,
Z161268763,2,P121010617,提拉杆连接件组合件_F8822381_A/84070111_A,,
Z161268772,2,P121010610,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161268778,2,P121010773,提拉杆连接件组合件F8925534_A_F8925534_A/84070111_A/34070110_A,,
Z161268781,2,P121013023,提拉杆连接件组合件,,
Z161268785,2,P121010608,提拉杆连接件组合件_13529946_A/84070111_A,,
Z161268796,2,P121010618,提拉杆连接件组合件_F8860381_A/84070111_A,,
Z161268797,2,P121010610,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161268823,2,P121010608,提拉杆连接件组合件_13529946_A/84070111_A,,
Z161268825,2,P121010607,提拉杆连接件组合件_13529946_D/84070111_A,,
Z161268829,2,P121010610,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161268831,2,P121010608,提拉杆连接件组合件_13529946_A/84070111_A,,
Z161268832,2,P121010608,提拉杆连接件组合件_13529946_A/84070111_A,,
Z161268833,2,P121010607,提拉杆连接件组合件_13529946_D/84070111_A,,
Z161268834,2,P121010607,提拉杆连接件组合件_13529946_D/84070111_A,,
Z161268847,2,P121010606,提拉杆连接件组合件_13529946_C/84070111_A,,
Z161268850,2,P121010610,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161268876,2,P121010613,提拉杆连接件组合件_13529946_H/84070111_A,,
Z161268892,2,P121010607,提拉杆连接件组合件_13529946_D/84070111_A,,
Z161268897,2,P121010614,提拉杆连接件组合件_13529946_B/84070111_A,,
Z161268899,2,P121010607,提拉杆连接件组合件_13529946_D/84070111_A,,
Z161268912,2,P121010607,提拉杆连接件组合件_13529946_D/84070111_A,,
Z161268918,2,P121013114,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161268919,2,P121013114,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161268924,2,P121010610,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161268925,2,P121010617,提拉杆连接件组合件_F8822381_A/84070111_A,,
Z161268929,2,P121010607,提拉杆连接件组合件_13529946_D/84070111_A,,
Z161268931,2,P121010609,提拉杆连接件组合件_13529946_E/84070111_A,,
Z161268953,2,P121010608,提拉杆连接件组合件_13529946_A/84070111_A,,
Z161268963,2,P121010606,提拉杆连接件组合件_13529946_C/84070111_A,,
Z161268965,2,P121010606,提拉杆连接件组合件_13529946_C/84070111_A,,
Z161268970,2,P121010607,提拉杆连接件组合件_13529946_D/84070111_A,,
Z161268971,2,P121010608,提拉杆连接件组合件_13529946_A/84070111_A,,
Z161268975,2,P121010610,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161268979,2,P121010617,提拉杆连接件组合件_F8822381_A/84070111_A,,
Z161268981,2,P121010609,提拉杆连接件组合件_13529946_E/84070111_A,,
Z161268985,2,P121010606,提拉杆连接件组合件_13529946_C/84070111_A,,
Z161268991,2,P121013115,提拉杆连接件组合件_FA429935_A/84070111_A,,
Z161269006,2,P121010606,提拉杆连接件组合件_13529946_C/84070111_A,,
Z161269008,2,P121010606,提拉杆连接件组合件_13529946_C/84070111_A,,
Z161269028,2,P121010607,提拉杆连接件组合件_13529946_D/84070111_A,,
Z161269036,2,P121010614,提拉杆连接件组合件_13529946_B/84070111_A,,
Z161269037,2,P121010608,提拉杆连接件组合件_13529946_A/84070111_A,,
Z161269038,2,P121012383,提拉杆连接件组合件_W4716067_B/84070111_A,,
Z161269046,2,P121010610,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161269047,2,P121010610,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161269049,2,P121010773,提拉杆连接件组合件F8925534_A_F8925534_A/84070111_A/34070110_A,,
Z161269052,2,P121010609,提拉杆连接件组合件_13529946_E/84070111_A,,
Z161269053,2,P121010607,提拉杆连接件组合件_13529946_D/84070111_A,,
Z161269055,2,P121011113,提拉杆连接件组合件_F9123948_A/84070111_A,,
Z161269063,2,P121010617,提拉杆连接件组合件_F8822381_A/84070111_A,,
Z161269070,2,P121010613,提拉杆连接件组合件_13529946_H/84070111_A,,
Z161269071,2,P121010613,提拉杆连接件组合件_13529946_H/84070111_A,,
Z161269074,2,P121013113,提拉杆连接件组合件_FA494909_A/84070111_A,,
Z161269088,2,P121010610,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161269091,2,P121011113,提拉杆连接件组合件_F9123948_A/84070111_A,,
Z161269095,2,P121010609,提拉杆连接件组合件_13529946_E/84070111_A,,
Z161269107,2,P121010610,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161269114,2,P121010617,提拉杆连接件组合件_F8822381_A/84070111_A,,
Z161269116,2,P121010773,提拉杆连接件组合件F8925534_A_F8925534_A/84070111_A/34070110_A,,
Z161269125,2,P121013118,提拉杆连接件组合件_FA479584_A/84070111_A,,
Z161269128,2,P121011113,提拉杆连接件组合件_F9123948_A/84070111_A,,
Z161269130,2,P121013115,提拉杆连接件组合件_FA429935_A/84070111_A,,
Z161269131,2,P121010607,提拉杆连接件组合件_13529946_D/84070111_A,,
Z161269132,2,P121010610,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161269136,2,P121010608,提拉杆连接件组合件_13529946_A/84070111_A,,
Z161269140,2,P121013123,提拉杆连接件组合件_FA569401_A/84070111_A,,
Z161269146,2,P121013115,提拉杆连接件组合件_FA429935_A/84070111_A,,
Z161269148,2,P121010766,提拉杆连接件组合件_F8981170_A/84070111_A,,
Z161269153,2,P121010607,提拉杆连接件组合件_13529946_D/84070111_A,,
Z161269161,2,P121013115,提拉杆连接件组合件_FA429935_A/84070111_A,,
Z161269162,2,P121013115,提拉杆连接件组合件_FA429935_A/84070111_A,,
Z161269181,2,P121010610,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161269189,2,P121010773,提拉杆连接件组合件F8925534_A_F8925534_A/84070111_A/34070110_A,,
Z161269191,2,P121010617,提拉杆连接件组合件_F8822381_A/84070111_A,,
Z161269192,2,P121010614,提拉杆连接件组合件_13529946_B/84070111_A,,
Z161269194,2,P121010610,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161269198,2,P121010611,提拉杆连接件组合件_13529946_G/84070111_A,,
Z161269207,2,P121010610,提拉杆连接件组合件_13529946_F/84070111_A,,
Z161269218,2,P121013023,提拉杆连接件组合件,,
Z161269222,2,P121010606,提拉杆连接件组合件_13529946_C/84070111_A,,
Z161269231,2,P121010607,提拉杆连接件组合件_13529946_D/84070111_A,,
Z161269232,2,P121013124,提拉杆连接件组合件_F9972029_A/84070111_A,,
Z161269241,2,P121010610,提拉杆连接件组合件_13529946_F/84070111_A,,
